Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1728995502,13,,Aggregated,4.500000,0.000000,21,34,50,62,99,190,4200,4200,4300,4300,4300,211,0,21,192.560481807985,2.581013017334044,4268.064269970637,82435.78199052133
1728995503,13,,Aggregated,4.700000,0.000000,21,34,51,63,99,190,4200,4200,4300,4300,4300,215,0,21,189.7806287001342,2.581013017334044,4268.064269970637,81484.21860465116
1728995504,13,,Aggregated,4.500000,0.000000,21,34,50,62,99,190,4200,4200,4300,4300,4300,221,0,21,203.27498433280238,2.581013017334044,4268.064269970637,87097.7556561086
1728995505,13,,Aggregated,4.700000,0.000000,21,34,50,62,99,190,4200,4200,4300,4300,4300,227,0,21,198.3861102005118,2.543749986216426,4268.064269970637,85203.8281938326
1728995506,14,,Aggregated,4.700000,0.000000,21,34,50,62,93,190,4200,4200,4300,4300,4300,232,0,21,194.62931489447485,2.543749986216426,4268.064269970637,83727.7327586207
1728995507,14,,Aggregated,4.500000,0.000000,21,34,50,62,93,190,4200,4200,4300,4300,4300,236,0,21,192.15469624352903,2.543749986216426,4268.064269970637,83214.4872881356
1728995508,14,,Aggregated,4.800000,0.000000,21,34,50,62,93,180,4200,4200,4300,4300,4300,244,0,21,186.4958040754513,2.543749986216426,4268.064269970637,80735.51229508196
1728995509,14,,Aggregated,4.800000,0.000000,21,34,50,63,93,180,4200,4200,4300,4300,4300,247,0,21,185.08139283156873,2.543749986216426,4268.064269970637,79980.56680161944
1728995510,14,,Aggregated,5.100000,0.000000,21,34,50,67,93,180,4200,4200,4300,4300,4300,253,0,21,181.55116818729317,2.543749986216426,4268.064269970637,78500.3675889328
1728995511,14,,Aggregated,4.700000,0.000000,21,34,51,63,93,180,4200,4200,4300,4300,4300,259,0,21,178.05579341485068,2.543749986216426,4268.064269970637,77034.5945945946
1728995512,15,,Aggregated,5.000000,0.000000,21,34,50,62,92,170,4200,4200,4300,4300,4300,266,0,21,174.1038933512317,2.543749986216426,4268.064269970637,75615.37593984962
1728995513,15,,Aggregated,5.200000,0.000000,21,34,50,62,91,170,4200,4200,4300,4300,4300,274,0,21,169.58667967684335,2.543749986216426,4268.064269970637,74014.31386861314
1728995514,15,,Aggregated,5.500000,0.000000,21,33,49,61,91,170,4200,4200,4300,4300,4300,280,0,21,166.4473692624597,2.543749986216426,4268.064269970637,72697.825
1728995515,15,,Aggregated,5.500000,0.000000,21,33,49,61,89,160,4200,4200,4300,4300,4300,284,0,21,164.6279358045972,2.543749986216426,4268.064269970637,71937.15492957746
1728995516,15,,Aggregated,6.000000,0.000000,21,34,50,62,92,170,4200,4200,4300,4300,4300,292,0,21,175.70009086502728,2.543749986216426,4268.064269970637,76073.98630136986
1728995517,15,,Aggregated,6.100000,0.000000,21,34,50,62,92,170,4200,4200,4300,4300,4300,300,0,21,171.57572407566477,2.543749986216426,4268.064269970637,74272.47
1728995518,16,,Aggregated,5.800000,0.000000,21,33,50,62,91,160,4200,4200,4300,4300,4300,306,0,21,168.98084903825256,2.543749986216426,4268.064269970637,73164.52614379085
1728995519,16,,Aggregated,6.200000,0.000000,21,33,49,62,91,160,4200,4200,4300,4300,4300,313,0,21,165.84961241804444,2.543749986216426,4268.064269970637,71701.97763578275
1728995520,16,,Aggregated,6.000000,0.000000,21,34,50,62,91,170,4200,4200,4300,4300,4300,319,0,21,163.98679536930067,2.543749986216426,4268.064269970637,70678.26645768025
1728995521,16,,Aggregated,6.400000,0.000000,21,34,50,62,91,160,4200,4200,4300,4300,4300,328,0,21,160.38259620073381,2.543749986216426,4268.064269970637,69050.08231707317
1728995522,16,,Aggregated,6.700000,0.000000,21,33,49,62,91,160,4200,4200,4300,4300,4300,333,0,21,158.19015443204782,2.543749986216426,4268.064269970637,68028.86786786787
1728995523,16,,Aggregated,6.700000,0.000000,21,33,50,61,89,120,4200,4200,4300,4300,4300,342,0,21,154.89722837657226,2.543749986216426,4268.064269970637,66780.37134502924
1728995524,17,,Aggregated,6.500000,0.000000,21,33,49,58,89,120,4200,4200,4300,4300,4300,347,0,21,152.89804414357528,2.543749986216426,4268.064269970637,65900.70893371759
1728995525,17,,Aggregated,6.800000,0.000000,21,33,50,62,91,160,4200,4200,4300,4300,4300,354,0,21,162.78005854471976,2.543749986216426,4311.356901016552,69699.56214689265
